Perceptron Parameters,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.9118805590142499,0.8978593463073073,0.9215652768284347,0.0784347231715653,0.8757388528472866,0.12426114715271341,0.93946640301959,0.9455941128639145,0.9736752860583252,0.9451853402871159,0.8740279506870537,0.3353174173642721,0.038074786156573275,0.9696229488993943,0.030377051100605883,0.9815722326691613,0.01842776733083869,0.9605423605423605,0.9609097660699165,0.9616562534708016,0.9605423605423605,0.9367032753320509,0.9286555427582238,0.9455941128639145
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.9070526189071327,0.8989711336881149,0.9128503075871496,0.08714969241285035,0.8870605710513287,0.11293942894867137,0.9430440216666818,0.9427625629555066,0.9759060895810804,0.9420978368702119,0.8758514848697291,0.3320212726934911,0.03491702160753136,0.9726748183238634,0.02732518167613655,0.9796711872658258,0.020328812734174122,0.9613654058098503,0.9615860109081269,0.962276525759658,0.9613654058098503,0.9375413378099177,0.9333658791585773,0.9427625629555066
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9035597077168552,0.8964054990620456,0.908464342674869,0.09153565732513103,0.8849988896291361,0.11500111037086387,0.9450057366728001,0.9405649470943697,0.9789330529439183,0.9398859114150523,0.8722882775115507,0.23616267280529535,0.03445119680153367,0.9726655515138701,0.02733444848612987,0.9786333515605691,0.021366648439430962,0.9605423605423605,0.9607026471402018,0.9610169687042607,0.9605423605423605,0.9360176477261319,0.9318161205948526,0.9405649470943697
"{'hidden_layer_sizes': (512, 256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9035597077168552,0.8964054990620456,0.908464342674869,0.09153565732513103,0.8849988896291361,0.11500111037086387,0.9449738163701907,0.9405649470943697,0.9789462792135559,0.9398859114150523,0.8722882775115507,0.23831735257270859,0.03456120902886381,0.9726655515138701,0.02733444848612987,0.9786333515605691,0.021366648439430962,0.9605423605423605,0.9607026471402018,0.9610169687042607,0.9605423605423605,0.9360176477261319,0.9318161205948526,0.9405649470943697
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.9010922469804344,0.9035334035334035,0.8996924128503077,0.10030758714969241,0.9085710846274226,0.09142891537257736,0.9560224440186068,0.9392262182015615,0.9843606924138779,0.9382868094308329,0.881738986038867,0.1662365988572976,0.03131015062306166,0.9787600235528154,0.02123997644718456,0.9768053567813019,0.023194643218698168,0.9638426305092972,0.9637837997795988,0.9640050943766788,0.9638426305092972,0.9406416348719789,0.9426882207043622,0.9392262182015615
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.9010922469804344,0.9035334035334035,0.8996924128503077,0.10030758714969241,0.9085710846274226,0.09142891537257736,0.9556870353757319,0.9392262182015615,0.984294330530702,0.9382868094308329,0.881738986038867,0.16673924813242139,0.03126944648162899,0.9787600235528154,0.02123997644718456,0.9768053567813019,0.023194643218698168,0.9638426305092972,0.9637837997795988,0.9640050943766788,0.9638426305092972,0.9406416348719789,0.9426882207043622,0.9392262182015615
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.8980037273477052,0.8956482114376851,0.8996354522670312,0.10036454773296881,0.8919658119658119,0.10803418803418803,0.9479095978280929,0.9371667620530523,0.9809836167957444,0.9363754154611902,0.8714436068961559,0.2713699701753782,0.037312329289808495,0.9746980718390734,0.025301928160926617,0.9766751196187075,0.023324880381292618,0.9605504494393383,0.9606145247664709,0.9607506014186707,0.9605504494393383,0.9356628965480329,0.9343204657922598,0.9371667620530523
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8952055076885023,0.8950746262783661,0.8953634085213033,0.10463659147869675,0.895143895143895,0.10485610485610486,0.9441888954618806,0.9355357813248247,0.9781330719294639,0.9345615876622437,0.8709241156686539,0.30838397082453767,0.037939472516929584,0.9757081541283461,0.024291845871653894,0.9757355421786253,0.02426445782137458,0.9605544938878272,0.9605228570870499,0.9605759607120912,0.9605544938878272,0.935392993814165,0.9354397186612603,0.9355357813248247
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8947279678820275,0.8880145968753563,0.899749373433584,0.10025062656641603,0.8789648459864879,0.12103515401351199,0.9382677392735009,0.9352096519418976,0.9785859991507317,0.9343021182839609,0.8626453162835381,0.3386502460382929,0.03973822346329297,0.9706699304502114,0.029330069549788673,0.9766698087511569,0.023330191248843096,0.9572663572663572,0.9574847926242515,0.9583407004053153,0.9572663572663572,0.9308015859679721,0.9278173273688225,0.9352096519418976
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8944536588237941,0.8931575820120713,0.8953634085213033,0.10463659147869675,0.8911799311799311,0.10882006882006882,0.9435475362131346,0.9350276512435238,0.9779345951905775,0.9340849337799545,0.8684359841959194,0.30600220352185653,0.03760966737445478,0.9746918939657445,0.025308106034255522,0.9757019738671114,0.024298026132888523,0.9597314486203375,0.959736281421867,0.9597951319925806,0.9597314486203375,0.9341738760470322,0.9334409525235213,0.9350276512435238
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.8936407256025043,0.8913192071086807,0.8952494873547505,0.10475051264524952,0.8876923076923077,0.11230769230769233,0.9477315264308183,0.9344671939839433,0.980860307992609,0.9336006482467997,0.8660978667301155,0.2672739615834688,0.03710487540516135,0.9736849006131362,0.026315099386863827,0.9756557516268624,0.024344248373137645,0.958904358904359,0.9589766138467172,0.9591205806924895,0.958904358904359,0.93299026430223,0.9316740296595851,0.9344671939839433
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.887835384324478,0.8899980715648917,0.8867053998632946,0.11329460013670538,0.8949382544319252,0.10506174556807468,0.9466694907888593,0.9312098659324848,0.9819526291182287,0.9298401250922409,0.8653528531856248,0.19695532962432516,0.0343401647665875,0.975714332001675,0.02428566799832499,0.9738284318691468,0.026171568130853157,0.9589003144558701,0.9587629549133475,0.9590121827755951,0.9589003144558701,0.932361785755739,0.9343833431505361,0.9312098659324848
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8863655115066296,0.8864071408330759,0.8866484392800182,0.1133515607199818,0.8877009936766034,0.11229900632339658,0.9397621667073821,0.9301636090063176,0.978212510366256,0.9289407828100466,0.8606783014389824,0.34111327565281996,0.03864038318424468,0.973678778732617,0.026321221267383083,0.9737639090095355,0.026236090990464495,0.9572623128178684,0.957240790813315,0.9575847539899739,0.9572623128178684,0.9300408832282147,0.9307324513430695,0.9301636090063176
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.8859690431349879,0.8918190602709916,0.8822055137844611,0.11779448621553885,0.902150072150072,0.0978499278499279,0.9497944809324174,0.9299700331787456,0.9799309942149397,0.9286802204439346,0.8673539700588716,0.18784257851487215,0.0328458885282269,0.9777345525730302,0.022265447426969898,0.9728267791741197,0.02717322082588025,0.9597314486203374,0.9595532687103326,0.9595438722041972,0.9597314486203374,0.9335398246659402,0.9374884256620959,0.9299700331787456
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8851724490609562,0.8898241562627792,0.8822624743677375,0.11773752563226247,0.8983714727385613,0.10162852726143863,0.934602236760265,0.9294873224488235,0.9725334964463354,0.9281527131488582,0.8649419314503879,0.4022353026730499,0.038160808032992106,0.9767121705299092,0.023287829470090744,0.972822515767301,0.027177484232698945,0.958904358904359,0.9587453134211449,0.9588186349288869,0.958904358904359,0.9322816010313414,0.9355969942529313,0.9294873224488235
"{'hidden_layer_sizes': (256, 128, 64), 'learning_rate_init': 0.001, 'alpha': 0.001}",0.8842396296053362,0.8875647750139483,0.8823194349510141,0.1176805650489861,0.8943832538769247,0.10561674612307526,0.9463695314961617,0.9290168834763445,0.9820370609169831,0.9275487803348099,0.8623972128023786,0.1970185409707886,0.03449703791404298,0.975714332001675,0.02428566799832499,0.9728370343404927,0.02716296565950734,0.9580772691883803,0.9579054962677759,0.958102677024713,0.9580772691883803,0.9308984198304423,0.9336101441087087,0.9290168834763445
"{'hidden_layer_sizes': (256, 128), 'learning_rate_init': 0.001, 'alpha': 0.0001}",0.8823509634395116,0.8893760874968928,0.8778195488721804,0.12218045112781957,0.9017296517296517,0.0982703482703483,0.9500331877394107,0.9277770507226052,0.979851728266364,0.9263779753612783,0.8644507272039528,0.188950602492195,0.03303332138265292,0.9777345525730302,0.022265447426969898,0.9718498986791669,0.028150101320833027,0.9589124478013367,0.9586980568969445,0.9586709007157911,0.9589124478013367,0.9320730130867196,0.9367897752044093,0.9277770507226052
"{'hidden_layer_sizes': (512, 256, 128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8820649987221462,0.8820465247030712,0.8821485532011848,0.11785144679881521,0.8822961869264333,0.11770381307356659,0.9474890311095843,0.9274070523575274,0.978904795127698,0.9262413802644681,0.854855388937852,0.3608606965429148,0.03932726932047573,0.9726655515138701,0.02733444848612987,0.9727008135179392,0.027299186482060755,0.9556283556283556,0.9556164362016454,0.9556875448774403,0.9556283556283556,0.9273596019352995,0.9274985002221864,0.9274070523575274
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01, 'alpha': 0.001}",0.8742842180916691,0.8630836849507736,0.8823194349510141,0.11768056504898605,0.8465347716099471,0.15346522839005303,0.9283244857137566,0.9224480636845737,0.9775079839647152,0.9213016645199961,0.8315928278580381,0.3803459652091064,0.04764875728530774,0.962576692418133,0.037423307581866884,0.9724999067477339,0.027500093252266062,0.947414080747414,0.9478045807992191,0.9488409886863308,0.947414080747414,0.9152672885270556,0.9095173391788404,0.9224480636845737
"{'hidden_layer_sizes': (128, 64), 'learning_rate_init': 0.01, 'alpha': 0.0001}",0.8737183868762816,0.8678664557773693,0.8779904306220097,0.12200956937799042,0.8595679012345679,0.14043209876543214,0.927811970982582,0.9222976602109072,0.9774764450100367,0.9209000051394881,0.8376340075030441,0.3544970904094467,0.044900927672085054,0.9666048897998049,0.03339511020019518,0.9716205639859354,0.028379436014064525,0.9498629943074387,0.9499947477444043,0.9505612049253226,0.9498629943074387,0.9184615246913866,0.9155942326102516,0.9222976602109072
